index,fen,budget,kind,score,depth,nodes,bestmove
1884,8/5pk1/6p1/1prB2P1/p3pP2/P2bP3/3P3R/3K4 w - - 10 35,1000000,cp,-349,15,935988,d5a2
1884,8/5pk1/6p1/1prB2P1/p3pP2/P2bP3/3P3R/3K4 w - - 10 35,2000000,cp,-369,16,1540852,d5a2
1885,2bq1k2/3n3p/3N1nr1/2p1p3/1p6/1N3P2/rP3Q1P/3RKB1R b K - 0 19,20000,cp,0,5,16078,d8c7
1885,2bq1k2/3n3p/3N1nr1/2p1p3/1p6/1N3P2/rP3Q1P/3RKB1R b K - 0 19,50000,cp,-4,6,28247,d8c7
1885,2bq1k2/3n3p/3N1nr1/2p1p3/1p6/1N3P2/rP3Q1P/3RKB1R b K - 0 19,100000,cp,-29,7,66363,d8c7
1885,2bq1k2/3n3p/3N1nr1/2p1p3/1p6/1N3P2/rP3Q1P/3RKB1R b K - 0 19,200000,cp,-17,9,164752,f8g7
1885,2bq1k2/3n3p/3N1nr1/2p1p3/1p6/1N3P2/rP3Q1P/3RKB1R b K - 0 19,400000,cp,-4,10,343680,d8c7
1885,2bq1k2/3n3p/3N1nr1/2p1p3/1p6/1N3P2/rP3Q1P/3RKB1R b K - 0 19,1000000,cp,22,11,562240,d8c7
1885,2bq1k2/3n3p/3N1nr1/2p1p3/1p6/1N3P2/rP3Q1P/3RKB1R b K - 0 19,2000000,cp,0,13,1617810,d8c7
1886,6r1/2k5/2r5/pp4P1/5R1P/1b6/8/1K2R3 w - - 0 34,20000,cp,-239,5,17113,e1e3
1886,6r1/2k5/2r5/pp4P1/5R1P/1b6/8/1K2R3 w - - 0 34,50000,cp,-246,6,30208,e1e3
1886,6r1/2k5/2r5/pp4P1/5R1P/1b6/8/1K2R3 w - - 0 34,100000,cp,-217,7,68295,e1e5
1886,6r1/2k5/2r5/pp4P1/5R1P/1b6/8/1K2R3 w - - 0 34,200000,cp,-193,8,106423,e1e5
1886,6r1/2k5/2r5/pp4P1/5R1P/1b6/8/1K2R3 w - - 0 34,400000,cp,-203,9,213478,e1e5
1886,6r1/2k5/2r5/pp4P1/5R1P/1b6/8/1K2R3 w - - 0 34,1000000,cp,-238,11,688816,e1e5
1886,6r1/2k5/2r5/pp4P1/5R1P/1b6/8/1K2R3 w - - 0 34,2000000,cp,-238,11,688816,e1e5
1887,6k1/8/r5p1/7p/1p3P1P/1Nn4R/4pKP1/3rR3 b - - 0 37,20000,cp,336,6,11552,g8g7
1887,6k1/8/r5p1/7p/1p3P1P/1Nn4R/4pKP1/3rR3 b - - 0 37,50000,cp,331,7,27081,a6a2
1887,6k1/8/r5p1/7p/1p3P1P/1Nn4R/4pKP1/3rR3 b - - 0 37,100000,cp,438,8,79905,g8g7
1887,6k1/8/r5p1/7p/1p3P1P/1Nn4R/4pKP1/3rR3 b - - 0 37,200000,cp,479,10,178342,a6a3
1887,6k1/8/r5p1/7p/1p3P1P/1Nn4R/4pKP1/3rR3 b - - 0 37,400000,cp,515,11,250071,a6a3
1887,6k1/8/r5p1/7p/1p3P1P/1Nn4R/4pKP1/3rR3 b - - 0 37,1000000,cp,577,14,895139,a6a3
1887,6k1/8/r5p1/7p/1p3P1P/1Nn4R/4pKP1/3rR3 b - - 0 37,2000000,cp,607,15,1497917,a6a3
1888,1r1qkb1r/4n1pp/p7/5b2/3P1N1P/2Qp4/PP3PP1/R1B1K2R w k - 0 16,20000,cp,-105,5,15120,f4d3
1888,1r1qkb1r/4n1pp/p7/5b2/3P1N1P/2Qp4/PP3PP1/R1B1K2R w k - 0 16,50000,cp,-117,6,45102,a2a3
1888,1r1qkb1r/4n1pp/p7/5b2/3P1N1P/2Qp4/PP3PP1/R1B1K2R w k - 0 16,100000,cp,-117,6,45102,a2a3
1888,1r1qkb1r/4n1pp/p7/5b2/3P1N1P/2Qp4/PP3PP1/R1B1K2R w k - 0 16,200000,cp,-108,7,108611,g2g4
1888,1r1qkb1r/4n1pp/p7/5b2/3P1N1P/2Qp4/PP3PP1/R1B1K2R w k - 0 16,400000,cp,-126,8,272078,a2a3
1888,1r1qkb1r/4n1pp/p7/5b2/3P1N1P/2Qp4/PP3PP1/R1B1K2R w k - 0 16,1000000,cp,-136,11,747299,g2g4
1888,1r1qkb1r/4n1pp/p7/5b2/3P1N1P/2Qp4/PP3PP1/R1B1K2R w k - 0 16,2000000,cp,-141,13,1969576,g2g4
1889,r5k1/2B2pp1/2p1pqn1/1p1p1n2/3P4/1BP2P2/2PQ3P/6RK b - - 13 28,20000,cp,147,6,15411,a8c8
1889,r5k1/2B2pp1/2p1pqn1/1p1p1n2/3P4/1BP2P2/2PQ3P/6RK b - - 13 28,50000,cp,158,7,36932,g8h7
1889,r5k1/2B2pp1/2p1pqn1/1p1p1n2/3P4/1BP2P2/2PQ3P/6RK b - - 13 28,100000,cp,164,8,58940,g8h7
1889,r5k1/2B2pp1/2p1pqn1/1p1p1n2/3P4/1BP2P2/2PQ3P/6RK b - - 13 28,200000,cp,160,9,123529,g8h7
1889,r5k1/2B2pp1/2p1pqn1/1p1p1n2/3P4/1BP2P2/2PQ3P/6RK b - - 13 28,400000,cp,164,10,203990,g8h7
1889,r5k1/2B2pp1/2p1pqn1/1p1p1n2/3P4/1BP2P2/2PQ3P/6RK b - - 13 28,1000000,cp,175,12,938677,g8h7
1889,r5k1/2B2pp1/2p1pqn1/1p1p1n2/3P4/1BP2P2/2PQ3P/6RK b - - 13 28,2000000,cp,183,13,1814693,a8c8
1890,8/8/8/4Rp2/1k2bB1p/7r/4K3/8 w - - 0 58,20000,cp,-274,5,11346,e5e6
1890,8/8/8/4Rp2/1k2bB1p/7r/4K3/8 w - - 0 58,50000,cp,-271,6,24422,e5e6
1890,8/8/8/4Rp2/1k2bB1p/7r/4K3/8 w - - 0 58,100000,cp,-291,7,50085,e5e6
1890,8/8/8/4Rp2/1k2bB1p/7r/4K3/8 w - - 0 58,200000,cp,-294,8,124699,e5e6
1890,8/8/8/4Rp2/1k2bB1p/7r/4K3/8 w - - 0 58,400000,cp,-291,10,348857,e5e6
1890,8/8/8/4Rp2/1k2bB1p/7r/4K3/8 w - - 0 58,1000000,cp,-293,12,972756,f4g5
1890,8/8/8/4Rp2/1k2bB1p/7r/4K3/8 w - - 0 58,2000000,cp,-286,13,1410332,f4g5
1891,2r4r/pp3k1p/3ppqpB/2p1b3/2PnP1BP/3P4/PP1Q4/R3K2R w - - 0 18,20000,cp,-172,5,18241,h6e3
1891,2r4r/pp3k1p/3ppqpB/2p1b3/2PnP1BP/3P4/PP1Q4/R3K2R w - - 0 18,50000,cp,-153,6,22406,h6e3
1891,2r4r/pp3k1p/3ppqpB/2p1b3/2PnP1BP/3P4/PP1Q4/R3K2R w - - 0 18,100000,cp,-119,8,81642,h1h3
1891,2r4r/pp3k1p/3ppqpB/2p1b3/2PnP1BP/3P4/PP1Q4/R3K2R w - - 0 18,200000,cp,-119,8,81642,h1h3
1891,2r4r/pp3k1p/3ppqpB/2p1b3/2PnP1BP/3P4/PP1Q4/R3K2R w - - 0 18,400000,cp,-122,9,392173,d2g2
1891,2r4r/pp3k1p/3ppqpB/2p1b3/2PnP1BP/3P4/PP1Q4/R3K2R w - - 0 18,1000000,cp,-99,11,650443,d2g2
1891,2r4r/pp3k1p/3ppqpB/2p1b3/2PnP1BP/3P4/PP1Q4/R3K2R w - - 0 18,2000000,cp,-102,12,1433923,d2g2
1892,r1b1k2r/pp1ppp1p/n7/1N2Q3/P7/2Pq2P1/3PN1B1/R1B1K3 b Qkq - 5 14,20000,cp,-73,5,12502,f7f6
1892,r1b1k2r/pp1ppp1p/n7/1N2Q3/P7/2Pq2P1/3PN1B1/R1B1K3 b Qkq - 5 14,50000,cp,-102,6,33475,f7f6
1892,r1b1k2r/pp1ppp1p/n7/1N2Q3/P7/2Pq2P1/3PN1B1/R1B1K3 b Qkq - 5 14,100000,cp,-112,8,77918,f7f6
1892,r1b1k2r/pp1ppp1p/n7/1N2Q3/P7/2Pq2P1/3PN1B1/R1B1K3 b Qkq - 5 14,200000,cp,-91,9,101196,f7f6
1892,r1b1k2r/pp1ppp1p/n7/1N2Q3/P7/2Pq2P1/3PN1B1/R1B1K3 b Qkq - 5 14,400000,cp,-122,11,391690,f7f6
1892,r1b1k2r/pp1ppp1p/n7/1N2Q3/P7/2Pq2P1/3PN1B1/R1B1K3 b Qkq - 5 14,1000000,cp,-128,13,739328,f7f6
1892,r1b1k2r/pp1ppp1p/n7/1N2Q3/P7/2Pq2P1/3PN1B1/R1B1K3 b Qkq - 5 14,2000000,cp,-129,14,1396365,f7f6
1893,r2qr1k1/1p3pp1/p1pb1nbp/8/P2P4/2N3P1/1PPB1QBP/R4RK1 b - - 3 14,20000,cp,122,4,12833,f6g4
1893,r2qr1k1/1p3pp1/p1pb1nbp/8/P2P4/2N3P1/1PPB1QBP/R4RK1 b - - 3 14,50000,cp,46,5,36478,d6b8
1893,r2qr1k1/1p3pp1/p1pb1nbp/8/P2P4/2N3P1/1PPB1QBP/R4RK1 b - - 3 14,100000,cp,90,7,90750,g6c2
1893,r2qr1k1/1p3pp1/p1pb1nbp/8/P2P4/2N3P1/1PPB1QBP/R4RK1 b - - 3 14,200000,cp,61,9,190371,g6c2
1893,r2qr1k1/1p3pp1/p1pb1nbp/8/P2P4/2N3P1/1PPB1QBP/R4RK1 b - - 3 14,400000,cp,72,10,347650,f6g4
1893,r2qr1k1/1p3pp1/p1pb1nbp/8/P2P4/2N3P1/1PPB1QBP/R4RK1 b - - 3 14,1000000,cp,70,11,903886,d6b8
1893,r2qr1k1/1p3pp1/p1pb1nbp/8/P2P4/2N3P1/1PPB1QBP/R4RK1 b - - 3 14,2000000,cp,77,13,1849972,d6b8
1894,5R2/pkp5/1p6/3b2p1/3P4/2PK4/PP1Nr1r1/3R4 b - - 11 25,20000,cp,310,7,19884,d5a2
1894,5R2/pkp5/1p6/3b2p1/3P4/2PK4/PP1Nr1r1/3R4 b - - 11 25,50000,cp,299,8,33353,d5a2
1894,5R2/pkp5/1p6/3b2p1/3P4/2PK4/PP1Nr1r1/3R4 b - - 11 25,100000,cp,300,9,55110,d5a2
1894,5R2/pkp5/1p6/3b2p1/3P4/2PK4/PP1Nr1r1/3R4 b - - 11 25,200000,cp,280,10,109900,d5a2
1894,5R2/pkp5/1p6/3b2p1/3P4/2PK4/PP1Nr1r1/3R4 b - - 11 25,400000,cp,276,12,331053,d5a2
1894,5R2/pkp5/1p6/3b2p1/3P4/2PK4/PP1Nr1r1/3R4 b - - 11 25,1000000,cp,297,14,657166,d5a2
1894,5R2/pkp5/1p6/3b2p1/3P4/2PK4/PP1Nr1r1/3R4 b - - 11 25,2000000,cp,278,16,1347406,d5a2
1895,1R6/4r1k1/5r2/5B2/4p2p/7P/2P2P2/5K2 w - - 5 46,20000,cp,-68,8,12371,b8b5
1895,1R6/4r1k1/5r2/5B2/4p2p/7P/2P2P2/5K2 w - - 5 46,50000,cp,-126,10,38563,b8b5
1895,1R6/4r1k1/5r2/5B2/4p2p/7P/2P2P2/5K2 w - - 5 46,100000,cp,-138,12,87300,b8b5
1895,1R6/4r1k1/5r2/5B2/4p2p/7P/2P2P2/5K2 w - - 5 46,200000,cp,-157,13,151059,b8b5
1895,1R6/4r1k1/5r2/5B2/4p2p/7P/2P2P2/5K2 w - - 5 46,400000,cp,-157,13,151059,b8b5
1895,1R6/4r1k1/5r2/5B2/4p2p/7P/2P2P2/5K2 w - - 5 46,1000000,cp,-173,16,861991,b8b5
1895,1R6/4r1k1/5r2/5B2/4p2p/7P/2P2P2/5K2 w - - 5 46,2000000,cp,-173,17,1542398,b8b5
1896,r2k1b1r/1p3p2/p1b2N2/3pn1pP/7n/1PP1BP2/P1N1BK1P/3R3R b - - 4 19,20000,cp,-79,4,3579,d8c7
1896,r2k1b1r/1p3p2/p1b2N2/3pn1pP/7n/1PP1BP2/P1N1BK1P/3R3R b - - 4 19,50000,cp,-159,6,43607,d8c7
1896,r2k1b1r/1p3p2/p1b2N2/3pn1pP/7n/1PP1BP2/P1N1BK1P/3R3R b - - 4 19,100000,cp,-177,7,69383,d8c7
1896,r2k1b1r/1p3p2/p1b2N2/3pn1pP/7n/1PP1BP2/P1N1BK1P/3R3R b - - 4 19,200000,cp,-222,8,184503,f8h6
1896,r2k1b1r/1p3p2/p1b2N2/3pn1pP/7n/1PP1BP2/P1N1BK1P/3R3R b - - 4 19,400000,cp,-222,8,184503,f8h6
1896,r2k1b1r/1p3p2/p1b2N2/3pn1pP/7n/1PP1BP2/P1N1BK1P/3R3R b - - 4 19,1000000,cp,-260,11,978293,d8c8
1896,r2k1b1r/1p3p2/p1b2N2/3pn1pP/7n/1PP1BP2/P1N1BK1P/3R3R b - - 4 19,2000000,cp,-259,12,1536969,e5d7
1897,r3k3/pp3p2/2ppn1p1/4p3/2P1P2q/3PQ3/PP3P2/R3KN2 b Qq - 5 18,20000,cp,266,6,17961,e8e7
1897,r3k3/pp3p2/2ppn1p1/4p3/2P1P2q/3PQ3/PP3P2/R3KN2 b Qq - 5 18,50000,cp,224,7,37783,e8e7
1897,r3k3/pp3p2/2ppn1p1/4p3/2P1P2q/3PQ3/PP3P2/R3KN2 b Qq - 5 18,100000,cp,225,8,70665,e8e7
1897,r3k3/pp3p2/2ppn1p1/4p3/2P1P2q/3PQ3/PP3P2/R3KN2 b Qq - 5 18,200000,cp,225,8,70665,e8e7
1897,r3k3/pp3p2/2ppn1p1/4p3/2P1P2q/3PQ3/PP3P2/R3KN2 b Qq - 5 18,400000,cp,230,11,331972,e8e7
1897,r3k3/pp3p2/2ppn1p1/4p3/2P1P2q/3PQ3/PP3P2/R3KN2 b Qq - 5 18,1000000,cp,221,12,545408,e8e7
1897,r3k3/pp3p2/2ppn1p1/4p3/2P1P2q/3PQ3/PP3P2/R3KN2 b Qq - 5 18,2000000,cp,233,13,1243812,e8e7
1898,1r6/8/8/2B1kp2/1P6/5BKP/8/8 w - - 2 56,20000,cp,427,6,10314,g3h4
1898,1r6/8/8/2B1kp2/1P6/5BKP/8/8 w - - 2 56,50000,cp,424,8,32913,h3h4
1898,1r6/8/8/2B1kp2/1P6/5BKP/8/8 w - - 2 56,100000,cp,415,9,64206,h3h4
1898,1r6/8/8/2B1kp2/1P6/5BKP/8/8 w - - 2 56,200000,cp,416,10,126349,h3h4
1898,1r6/8/8/2B1kp2/1P6/5BKP/8/8 w - - 2 56,400000,cp,424,12,363227,h3h4
1898,1r6/8/8/2B1kp2/1P6/5BKP/8/8 w - - 2 56,1000000,cp,458,14,914974,h3h4
1898,1r6/8/8/2B1kp2/1P6/5BKP/8/8 w - - 2 56,2000000,cp,458,15,1106593,h3h4
1899,1r3nk1/1r6/Rp2p1pp/3bB3/7P/5PK1/P5P1/2RB4 b - - 4 35,20000,cp,-159,7,11536,b8d8
1899,1r3nk1/1r6/Rp2p1pp/3bB3/7P/5PK1/P5P1/2RB4 b - - 4 35,50000,cp,-189,8,41393,b8d8
1899,1r3nk1/1r6/Rp2p1pp/3bB3/7P/5PK1/P5P1/2RB4 b - - 4 35,100000,cp,-176,10,70451,b8d8
1899,1r3nk1/1r6/Rp2p1pp/3bB3/7P/5PK1/P5P1/2RB4 b - - 4 35,200000,cp,-176,10,70451,b8d8
1899,1r3nk1/1r6/Rp2p1pp/3bB3/7P/5PK1/P5P1/2RB4 b - - 4 35,400000,cp,-149,11,285466,b8d8
1899,1r3nk1/1r6/Rp2p1pp/3bB3/7P/5PK1/P5P1/2RB4 b - - 4 35,1000000,cp,-147,12,785535,b8d8
1899,1r3nk1/1r6/Rp2p1pp/3bB3/7P/5PK1/P5P1/2RB4 b - - 4 35,2000000,cp,-147,12,785535,b8d8
1900,r3k2r/pp1n1pp1/2pbpn1p/q4b2/2PP4/1PN1QN2/PB2BPPP/3RK2R w Kq - 8 9,20000,cp,72,5,14481,g2g3
1900,r3k2r/pp1n1pp1/2pbpn1p/q4b2/2PP4/1PN1QN2/PB2BPPP/3RK2R w Kq - 8 9,50000,cp,70,6,27623,c4c5
1900,r3k2r/pp1n1pp1/2pbpn1p/q4b2/2PP4/1PN1QN2/PB2BPPP/3RK2R w Kq - 8 9,100000,cp,71,7,61802,e3d2
1900,r3k2r/pp1n1pp1/2pbpn1p/q4b2/2PP4/1PN1QN2/PB2BPPP/3RK2R w Kq - 8 9,200000,cp,74,8,148819,h2h3
1900,r3k2r/pp1n1pp1/2pbpn1p/q4b2/2PP4/1PN1QN2/PB2BPPP/3RK2R w Kq - 8 9,400000,cp,62,10,343585,h2h3
1900,r3k2r/pp1n1pp1/2pbpn1p/q4b2/2PP4/1PN1QN2/PB2BPPP/3RK2R w Kq - 8 9,1000000,cp,54,11,649577,h2h3
1900,r3k2r/pp1n1pp1/2pbpn1p/q4b2/2PP4/1PN1QN2/PB2BPPP/3RK2R w Kq - 8 9,2000000,cp,54,13,1598192,h2h3
1901,3Qb3/5p1k/4p1pp/8/4P1PP/5P2/7K/2r5 b - - 12 57,20000,cp,-268,7,14379,e8b5
1901,3Qb3/5p1k/4p1pp/8/4P1PP/5P2/7K/2r5 b - - 12 57,50000,cp,-303,9,45828,e8b5
1901,3Qb3/5p1k/4p1pp/8/4P1PP/5P2/7K/2r5 b - - 12 57,100000,cp,-302,10,66907,e8b5
1901,3Qb3/5p1k/4p1pp/8/4P1PP/5P2/7K/2r5 b - - 12 57,200000,cp,-302,12,153819,e8b5
1901,3Qb3/5p1k/4p1pp/8/4P1PP/5P2/7K/2r5 b - - 12 57,400000,cp,-307,13,315990,e8b5
1901,3Qb3/5p1k/4p1pp/8/4P1PP/5P2/7K/2r5 b - - 12 57,1000000,cp,-300,15,782519,e8b5
1901,3Qb3/5p1k/4p1pp/8/4P1PP/5P2/7K/2r5 b - - 12 57,2000000,cp,-312,18,1644413,e8b5
1902,3r4/1p4k1/p3rpp1/1p2p3/3b2P1/P2P1R1P/1B1P4/5R1K w - - 1 25,20000,cp,-266,7,17166,b2c3
1902,3r4/1p4k1/p3rpp1/1p2p3/3b2P1/P2P1R1P/1B1P4/5R1K w - - 1 25,50000,cp,-286,9,37636,b2c3
1902,3r4/1p4k1/p3rpp1/1p2p3/3b2P1/P2P1R1P/1B1P4/5R1K w - - 1 25,100000,cp,-286,9,37636,b2c3
1902,3r4/1p4k1/p3rpp1/1p2p3/3b2P1/P2P1R1P/1B1P4/5R1K w - - 1 25,200000,cp,-284,11,189461,b2c3
1902,3r4/1p4k1/p3rpp1/1p2p3/3b2P1/P2P1R1P/1B1P4/5R1K w - - 1 25,400000,cp,-282,12,306855,b2c3
1902,3r4/1p4k1/p3rpp1/1p2p3/3b2P1/P2P1R1P/1B1P4/5R1K w - - 1 25,1000000,cp,-291,13,460036,b2c3
1902,3r4/1p4k1/p3rpp1/1p2p3/3b2P1/P2P1R1P/1B1P4/5R1K w - - 1 25,2000000,cp,-307,15,1825084,b2c3
1903,4k2r/r2n1ppp/p2Bp3/2pb2P1/2N5/7P/P4R2/2K2B2 w - - 1 19,20000,cp,-192,5,6138,f2c2
1903,4k2r/r2n1ppp/p2Bp3/2pb2P1/2N5/7P/P4R2/2K2B2 w - - 1 19,50000,cp,-214,7,45841,f1d3
1903,4k2r/r2n1ppp/p2Bp3/2pb2P1/2N5/7P/P4R2/2K2B2 w - - 1 19,100000,cp,-225,8,89113,f1d3
1903,4k2r/r2n1ppp/p2Bp3/2pb2P1/2N5/7P/P4R2/2K2B2 w - - 1 19,200000,cp,-225,8,89113,f1d3
1903,4k2r/r2n1ppp/p2Bp3/2pb2P1/2N5/7P/P4R2/2K2B2 w - - 1 19,400000,cp,-240,9,201774,f1d3
1903,4k2r/r2n1ppp/p2Bp3/2pb2P1/2N5/7P/P4R2/2K2B2 w - - 1 19,1000000,cp,-233,12,969404,c4e3
1903,4k2r/r2n1ppp/p2Bp3/2pb2P1/2N5/7P/P4R2/2K2B2 w - - 1 19,2000000,cp,-234,14,1792157,c4e3
1904,3r2k1/1pp3p1/5pb1/6Pp/pPP1r2P/P2P1P2/1BK2Q2/4qB1R w - - 0 29,20000,cp,-181,9,19697,f2e1
1904,3r2k1/1pp3p1/5pb1/6Pp/pPP1r2P/P2P1P2/1BK2Q2/4qB1R w - - 0 29,50000,cp,-142,10,28669,f2e1
1904,3r2k1/1pp3p1/5pb1/6Pp/pPP1r2P/P2P1P2/1BK2Q2/4qB1R w - - 0 29,100000,cp,-158,11,63292,f2e1
1904,3r2k1/1pp3p1/5pb1/6Pp/pPP1r2P/P2P1P2/1BK2Q2/4qB1R w - - 0 29,200000,cp,-195,13,146112,f2e1
1904,3r2k1/1pp3p1/5pb1/6Pp/pPP1r2P/P2P1P2/1BK2Q2/4qB1R w - - 0 29,400000,cp,-187,14,212950,f2e1
1904,3r2k1/1pp3p1/5pb1/6Pp/pPP1r2P/P2P1P2/1BK2Q2/4qB1R w - - 0 29,1000000,cp,-206,17,835348,f2e1
1904,3r2k1/1pp3p1/5pb1/6Pp/pPP1r2P/P2P1P2/1BK2Q2/4qB1R w - - 0 29,2000000,cp,-204,18,1694912,f2e1
1905,4r1k1/2p2p1p/p5pb/2P5/P2Pq3/2Q1B3/4K2P/1R5R w - - 2 25,20000,cp,-96,3,9081,h1e1
1905,4r1k1/2p2p1p/p5pb/2P5/P2Pq3/2Q1B3/4K2P/1R5R w - - 2 25,50000,cp,-269,5,45493,b1e1
1905,4r1k1/2p2p1p/p5pb/2P5/P2Pq3/2Q1B3/4K2P/1R5R w - - 2 25,100000,cp,-259,7,82565,h1e1
1905,4r1k1/2p2p1p/p5pb/2P5/P2Pq3/2Q1B3/4K2P/1R5R w - - 2 25,200000,cp,-279,8,103569,h1c1
1905,4r1k1/2p2p1p/p5pb/2P5/P2Pq3/2Q1B3/4K2P/1R5R w - - 2 25,400000,cp,-354,11,289128,h1g1
1905,4r1k1/2p2p1p/p5pb/2P5/P2Pq3/2Q1B3/4K2P/1R5R w - - 2 25,1000000,cp,-357,13,756880,h1g1
1905,4r1k1/2p2p1p/p5pb/2P5/P2Pq3/2Q1B3/4K2P/1R5R w - - 2 25,2000000,cp,-364,15,1867194,b1g1
1906,1n1r2k1/rb3p1p/1p2pqp1/p1p1N3/3P4/2P3PB/PP3P1P/2RQR1K1 b - - 4 13,20000,cp,-49,5,10544,a5a4
1906,1n1r2k1/rb3p1p/1p2pqp1/p1p1N3/3P4/2P3PB/PP3P1P/2RQR1K1 b - - 4 13,50000,cp,-20,8,42086,a5a4
1906,1n1r2k1/rb3p1p/1p2pqp1/p1p1N3/3P4/2P3PB/PP3P1P/2RQR1K1 b - - 4 13,100000,cp,-20,8,42086,a5a4
1906,1n1r2k1/rb3p1p/1p2pqp1/p1p1N3/3P4/2P3PB/PP3P1P/2RQR1K1 b - - 4 13,200000,cp,-13,9,151195,a5a4
1906,1n1r2k1/rb3p1p/1p2pqp1/p1p1N3/3P4/2P3PB/PP3P1P/2RQR1K1 b - - 4 13,400000,cp,-21,10,399475,a5a4
1906,1n1r2k1/rb3p1p/1p2pqp1/p1p1N3/3P4/2P3PB/PP3P1P/2RQR1K1 b - - 4 13,1000000,cp,-31,12,751023,a5a4
1906,1n1r2k1/rb3p1p/1p2pqp1/p1p1N3/3P4/2P3PB/PP3P1P/2RQR1K1 b - - 4 13,2000000,cp,-14,14,1794157,a5a4
1907,7k/r7/1p2qp2/1Bp5/P6P/2P1b1p1/1KQ5/5R2 w - - 0 40,20000,cp,-76,7,16081,f1f3
1907,7k/r7/1p2qp2/1Bp5/P6P/2P1b1p1/1KQ5/5R2 w - - 0 40,50000,cp,-76,7,16081,f1f3
1907,7k/r7/1p2qp2/1Bp5/P6P/2P1b1p1/1KQ5/5R2 w - - 0 40,100000,cp,-41,10,98116,f1f3
1907,7k/r7/1p2qp2/1Bp5/P6P/2P1b1p1/1KQ5/5R2 w - - 0 40,200000,cp,-56,11,160924,f1f3
1907,7k/r7/1p2qp2/1Bp5/P6P/2P1b1p1/1KQ5/5R2 w - - 0 40,400000,cp,-56,11,160924,f1f3
1907,7k/r7/1p2qp2/1Bp5/P6P/2P1b1p1/1KQ5/5R2 w - - 0 40,1000000,cp,0,14,927341,c2g6
1907,7k/r7/1p2qp2/1Bp5/P6P/2P1b1p1/1KQ5/5R2 w - - 0 40,2000000,cp,0,16,1646262,c2g6
1908,8/8/1n3b2/2k5/3N4/3K4/1R6/8 b - - 0 71,20000,cp,2,10,12920,f6d4
1908,8/8/1n3b2/2k5/3N4/3K4/1R6/8 b - - 0 71,50000,cp,-3,13,40479,f6d4
1908,8/8/1n3b2/2k5/3N4/3K4/1R6/8 b - - 0 71,100000,cp,-3,15,76720,f6d4
1908,8/8/1n3b2/2k5/3N4/3K4/1R6/8 b - - 0 71,200000,cp,-3,18,174210,f6d4
1908,8/8/1n3b2/2k5/3N4/3K4/1R6/8 b - - 0 71,400000,cp,-3,20,317042,f6d4
1908,8/8/1n3b2/2k5/3N4/3K4/1R6/8 b - - 0 71,1000000,cp,-3,24,916337,f6d4
1908,8/8/1n3b2/2k5/3N4/3K4/1R6/8 b - - 0 71,2000000,cp,-3,26,1643974,f6d4
1909,6R1/8/2r5/5n2/7p/B4k2/7K/8 b - - 17 68,20000,cp,139,7,15699,c6c3
1909,6R1/8/2r5/5n2/7p/B4k2/7K/8 b - - 17 68,50000,cp,139,7,15699,c6c3
1909,6R1/8/2r5/5n2/7p/B4k2/7K/8 b - - 17 68,100000,cp,153,9,74803,c6c3
1909,6R1/8/2r5/5n2/7p/B4k2/7K/8 b - - 17 68,200000,cp,153,10,110563,c6c3
1909,6R1/8/2r5/5n2/7p/B4k2/7K/8 b - - 17 68,400000,cp,151,11,252804,c6c3
1909,6R1/8/2r5/5n2/7p/B4k2/7K/8 b - - 17 68,1000000,cp,133,13,825422,c6c3
1909,6R1/8/2r5/5n2/7p/B4k2/7K/8 b - - 17 68,2000000,cp,131,15,1778770,c6c3
1910,8/ppp5/2krQ3/8/3B4/q1P1K3/P4P2/6Nb w - - 4 30,20000,cp,0,7,18789,e6c4
1910,8/ppp5/2krQ3/8/3B4/q1P1K3/P4P2/6Nb w - - 4 30,50000,cp,0,11,36342,e6c4
1910,8/ppp5/2krQ3/8/3B4/q1P1K3/P4P2/6Nb w - - 4 30,100000,cp,0,14,91237,e6c4
1910,8/ppp5/2krQ3/8/3B4/q1P1K3/P4P2/6Nb w - - 4 30,200000,cp,0,17,198974,e6c4
1910,8/ppp5/2krQ3/8/3B4/q1P1K3/P4P2/6Nb w - - 4 30,400000,cp,0,18,321095,e6c4
1910,8/ppp5/2krQ3/8/3B4/q1P1K3/P4P2/6Nb w - - 4 30,1000000,cp,0,21,945938,e6c4
1910,8/ppp5/2krQ3/8/3B4/q1P1K3/P4P2/6Nb w - - 4 30,2000000,cp,0,22,1343837,e6c4
1911,1k5r/1pp3R1/p7/3B4/Pb6/3p4/R2Pnn2/1KB5 b - - 0 27,20000,cp,158,6,12558,e2c1
1911,1k5r/1pp3R1/p7/3B4/Pb6/3p4/R2Pnn2/1KB5 b - - 0 27,50000,cp,171,8,41264,e2c1
1911,1k5r/1pp3R1/p7/3B4/Pb6/3p4/R2Pnn2/1KB5 b - - 0 27,100000,cp,179,9,61867,e2c1
1911,1k5r/1pp3R1/p7/3B4/Pb6/3p4/R2Pnn2/1KB5 b - - 0 27,200000,cp,171,11,176464,e2c1
1911,1k5r/1pp3R1/p7/3B4/Pb6/3p4/R2Pnn2/1KB5 b - - 0 27,400000,cp,176,12,323366,e2c1
1911,1k5r/1pp3R1/p7/3B4/Pb6/3p4/R2Pnn2/1KB5 b - - 0 27,1000000,cp,182,14,677899,e2c1
1911,1k5r/1pp3R1/p7/3B4/Pb6/3p4/R2Pnn2/1KB5 b - - 0 27,2000000,cp,182,14,677899,e2c1
