index,fen,budget,kind,score,depth,nodes,bestmove
1857,r1b1k2r/ppp2pb1/3p1n1p/4q1p1/P1B1P3/2P2N1P/1P2QPP1/R1B2RK1 b q - 1 11,1000000,cp,-71,13,833669,e5e4
1857,r1b1k2r/ppp2pb1/3p1n1p/4q1p1/P1B1P3/2P2N1P/1P2QPP1/R1B2RK1 b q - 1 11,2000000,cp,-67,14,1143424,e5e4
1858,r1bq1rk1/1ppnb2p/4p2B/4PNpP/p5p1/2P1Q3/P2N1P2/R3KB1R b KQ - 0 15,20000,cp,190,7,14548,f8f5
1858,r1bq1rk1/1ppnb2p/4p2B/4PNpP/p5p1/2P1Q3/P2N1P2/R3KB1R b KQ - 0 15,50000,cp,216,8,40640,f8f5
1858,r1bq1rk1/1ppnb2p/4p2B/4PNpP/p5p1/2P1Q3/P2N1P2/R3KB1R b KQ - 0 15,100000,cp,174,10,89764,f8f5
1858,r1bq1rk1/1ppnb2p/4p2B/4PNpP/p5p1/2P1Q3/P2N1P2/R3KB1R b KQ - 0 15,200000,cp,179,11,127788,f8f5
1858,r1bq1rk1/1ppnb2p/4p2B/4PNpP/p5p1/2P1Q3/P2N1P2/R3KB1R b KQ - 0 15,400000,cp,215,12,270134,f8f5
1858,r1bq1rk1/1ppnb2p/4p2B/4PNpP/p5p1/2P1Q3/P2N1P2/R3KB1R b KQ - 0 15,1000000,cp,196,13,438720,f8f5
1858,r1bq1rk1/1ppnb2p/4p2B/4PNpP/p5p1/2P1Q3/P2N1P2/R3KB1R b KQ - 0 15,2000000,cp,186,14,1865697,f8f5
1859,r3k1r1/4p2p/1qbp1n2/p1n4P/3R4/2P1BP2/2P3P1/3QKB1R w Kq - 3 15,20000,cp,-232,5,11360,d4d6
1859,r3k1r1/4p2p/1qbp1n2/p1n4P/3R4/2P1BP2/2P3P1/3QKB1R w Kq - 3 15,50000,cp,-232,5,11360,d4d6
1859,r3k1r1/4p2p/1qbp1n2/p1n4P/3R4/2P1BP2/2P3P1/3QKB1R w Kq - 3 15,100000,cp,-219,7,74526,g2g4
1859,r3k1r1/4p2p/1qbp1n2/p1n4P/3R4/2P1BP2/2P3P1/3QKB1R w Kq - 3 15,200000,cp,-216,8,160906,e1f2
1859,r3k1r1/4p2p/1qbp1n2/p1n4P/3R4/2P1BP2/2P3P1/3QKB1R w Kq - 3 15,400000,cp,-208,9,312364,e1f2
1859,r3k1r1/4p2p/1qbp1n2/p1n4P/3R4/2P1BP2/2P3P1/3QKB1R w Kq - 3 15,1000000,cp,-208,10,542546,e1f2
1859,r3k1r1/4p2p/1qbp1n2/p1n4P/3R4/2P1BP2/2P3P1/3QKB1R w Kq - 3 15,2000000,cp,-208,10,542546,e1f2
1860,2r3k1/6bp/4Npp1/3qn3/5P2/8/R1p3PP/2R3K1 w - - 0 32,20000,cp,-1064,6,13692,f4e5
1860,2r3k1/6bp/4Npp1/3qn3/5P2/8/R1p3PP/2R3K1 w - - 0 32,50000,cp,-1169,7,31478,f4e5
1860,2r3k1/6bp/4Npp1/3qn3/5P2/8/R1p3PP/2R3K1 w - - 0 32,100000,cp,-1260,8,85623,f4e5
1860,2r3k1/6bp/4Npp1/3qn3/5P2/8/R1p3PP/2R3K1 w - - 0 32,200000,cp,-1301,9,146455,a2a1
1860,2r3k1/6bp/4Npp1/3qn3/5P2/8/R1p3PP/2R3K1 w - - 0 32,400000,cp,-1327,10,224745,a2a1
1860,2r3k1/6bp/4Npp1/3qn3/5P2/8/R1p3PP/2R3K1 w - - 0 32,1000000,cp,-1405,11,469471,a2a1
1860,2r3k1/6bp/4Npp1/3qn3/5P2/8/R1p3PP/2R3K1 w - - 0 32,2000000,cp,-1595,13,1936100,a2a1
1861,r1bq1rk1/pp2b1pp/2np1n2/4pp2/2P5/3B1P1N/PPNB2PP/R2Q1R1K b - - 1 12,20000,cp,85,6,13051,e5e4
1861,r1bq1rk1/pp2b1pp/2np1n2/4pp2/2P5/3B1P1N/PPNB2PP/R2Q1R1K b - - 1 12,50000,cp,100,7,26607,e5e4
1861,r1bq1rk1/pp2b1pp/2np1n2/4pp2/2P5/3B1P1N/PPNB2PP/R2Q1R1K b - - 1 12,100000,cp,99,9,83524,e5e4
1861,r1bq1rk1/pp2b1pp/2np1n2/4pp2/2P5/3B1P1N/PPNB2PP/R2Q1R1K b - - 1 12,200000,cp,97,10,136691,e5e4
1861,r1bq1rk1/pp2b1pp/2np1n2/4pp2/2P5/3B1P1N/PPNB2PP/R2Q1R1K b - - 1 12,400000,cp,111,11,271508,e5e4
1861,r1bq1rk1/pp2b1pp/2np1n2/4pp2/2P5/3B1P1N/PPNB2PP/R2Q1R1K b - - 1 12,1000000,cp,110,12,562719,e5e4
1861,r1bq1rk1/pp2b1pp/2np1n2/4pp2/2P5/3B1P1N/PPNB2PP/R2Q1R1K b - - 1 12,2000000,cp,110,12,562719,e5e4
1862,r3k2r/pp1qbppp/3p1n2/2pPn3/P1P5/1PN3N1/5PPP/R1BQK2R b KQ - 1 9,20000,cp,-85,5,16205,d7g4
1862,r3k2r/pp1qbppp/3p1n2/2pPn3/P1P5/1PN3N1/5PPP/R1BQK2R b KQ - 1 9,50000,cp,-86,6,29697,h7h6
1862,r3k2r/pp1qbppp/3p1n2/2pPn3/P1P5/1PN3N1/5PPP/R1BQK2R b KQ - 1 9,100000,cp,-86,6,29697,h7h6
1862,r3k2r/pp1qbppp/3p1n2/2pPn3/P1P5/1PN3N1/5PPP/R1BQK2R b KQ - 1 9,200000,cp,-105,7,136210,e8f8
1862,r3k2r/pp1qbppp/3p1n2/2pPn3/P1P5/1PN3N1/5PPP/R1BQK2R b KQ - 1 9,400000,cp,-66,8,386609,h7h5
1862,r3k2r/pp1qbppp/3p1n2/2pPn3/P1P5/1PN3N1/5PPP/R1BQK2R b KQ - 1 9,1000000,cp,-51,12,879571,h7h5
1862,r3k2r/pp1qbppp/3p1n2/2pPn3/P1P5/1PN3N1/5PPP/R1BQK2R b KQ - 1 9,2000000,cp,-55,14,1942304,h7h5
1863,r3kb1r/ppp2p1p/2n1bp2/2Pp3q/3P1B2/2N2N2/PP2P1BP/R2Q1K1R w - - 2 9,20000,cp,325,5,15441,c3b5
1863,r3kb1r/ppp2p1p/2n1bp2/2Pp3q/3P1B2/2N2N2/PP2P1BP/R2Q1K1R w - - 2 9,50000,cp,277,7,44610,c3b5
1863,r3kb1r/ppp2p1p/2n1bp2/2Pp3q/3P1B2/2N2N2/PP2P1BP/R2Q1K1R w - - 2 9,100000,cp,277,7,44610,c3b5
1863,r3kb1r/ppp2p1p/2n1bp2/2Pp3q/3P1B2/2N2N2/PP2P1BP/R2Q1K1R w - - 2 9,200000,cp,273,8,114192,c3b5
1863,r3kb1r/ppp2p1p/2n1bp2/2Pp3q/3P1B2/2N2N2/PP2P1BP/R2Q1K1R w - - 2 9,400000,cp,275,10,386620,c3b5
1863,r3kb1r/ppp2p1p/2n1bp2/2Pp3q/3P1B2/2N2N2/PP2P1BP/R2Q1K1R w - - 2 9,1000000,cp,281,11,591817,c3b5
1863,r3kb1r/ppp2p1p/2n1bp2/2Pp3q/3P1B2/2N2N2/PP2P1BP/R2Q1K1R w - - 2 9,2000000,cp,278,13,1838013,c3b5
1864,2kr1b1r/1pp2p2/2n1b2p/p2qp1P1/3p3R/3P1N2/PPP1QP2/R1B1KB2 w Q - 1 10,20000,cp,-155,4,8063,g5h6
1864,2kr1b1r/1pp2p2/2n1b2p/p2qp1P1/3p3R/3P1N2/PPP1QP2/R1B1KB2 w Q - 1 10,50000,cp,-118,6,40665,g5h6
1864,2kr1b1r/1pp2p2/2n1b2p/p2qp1P1/3p3R/3P1N2/PPP1QP2/R1B1KB2 w Q - 1 10,100000,cp,-114,7,67704,g5h6
1864,2kr1b1r/1pp2p2/2n1b2p/p2qp1P1/3p3R/3P1N2/PPP1QP2/R1B1KB2 w Q - 1 10,200000,cp,-111,8,182480,g5h6
1864,2kr1b1r/1pp2p2/2n1b2p/p2qp1P1/3p3R/3P1N2/PPP1QP2/R1B1KB2 w Q - 1 10,400000,cp,-111,9,289317,g5h6
1864,2kr1b1r/1pp2p2/2n1b2p/p2qp1P1/3p3R/3P1N2/PPP1QP2/R1B1KB2 w Q - 1 10,1000000,cp,-107,10,686538,g5h6
1864,2kr1b1r/1pp2p2/2n1b2p/p2qp1P1/3p3R/3P1N2/PPP1QP2/R1B1KB2 w Q - 1 10,2000000,cp,-115,12,1655648,g5h6
1865,3q1r2/1p1nk3/r7/P1p2PN1/1p1p1Q1P/2nP4/2P3R1/R5K1 b - - 0 25,20000,cp,97,5,7362,d8b8
1865,3q1r2/1p1nk3/r7/P1p2PN1/1p1p1Q1P/2nP4/2P3R1/R5K1 b - - 0 25,50000,cp,61,7,29522,d8b8
1865,3q1r2/1p1nk3/r7/P1p2PN1/1p1p1Q1P/2nP4/2P3R1/R5K1 b - - 0 25,100000,cp,13,8,96398,d8b8
1865,3q1r2/1p1nk3/r7/P1p2PN1/1p1p1Q1P/2nP4/2P3R1/R5K1 b - - 0 25,200000,cp,25,9,125044,d8b8
1865,3q1r2/1p1nk3/r7/P1p2PN1/1p1p1Q1P/2nP4/2P3R1/R5K1 b - - 0 25,400000,cp,25,9,125044,d8b8
1865,3q1r2/1p1nk3/r7/P1p2PN1/1p1p1Q1P/2nP4/2P3R1/R5K1 b - - 0 25,1000000,cp,-28,11,751763,d8b8
1865,3q1r2/1p1nk3/r7/P1p2PN1/1p1p1Q1P/2nP4/2P3R1/R5K1 b - - 0 25,2000000,cp,-15,13,1783359,d8b8
1866,7k/6p1/3N1b1p/2B2P1P/p3B1P1/P3K3/br6/8 w - - 1 43,20000,cp,-102,6,15702,c5b4
1866,7k/6p1/3N1b1p/2B2P1P/p3B1P1/P3K3/br6/8 w - - 1 43,50000,cp,-85,7,37047,c5b4
1866,7k/6p1/3N1b1p/2B2P1P/p3B1P1/P3K3/br6/8 w - - 1 43,100000,cp,-100,9,79378,c5b4
1866,7k/6p1/3N1b1p/2B2P1P/p3B1P1/P3K3/br6/8 w - - 1 43,200000,cp,-100,9,79378,c5b4
1866,7k/6p1/3N1b1p/2B2P1P/p3B1P1/P3K3/br6/8 w - - 1 43,400000,cp,-80,10,304651,e4c6
1866,7k/6p1/3N1b1p/2B2P1P/p3B1P1/P3K3/br6/8 w - - 1 43,1000000,cp,-91,11,445157,e4c6
1866,7k/6p1/3N1b1p/2B2P1P/p3B1P1/P3K3/br6/8 w - - 1 43,2000000,cp,-126,13,1973498,c5b4
1867,2r2rk1/1p2qpb1/4bnp1/pN1p3p/P4B1P/1R3PP1/1PP1B1K1/3Q3R b - - 3 18,20000,cp,-15,5,14125,d5d4
1867,2r2rk1/1p2qpb1/4bnp1/pN1p3p/P4B1P/1R3PP1/1PP1B1K1/3Q3R b - - 3 18,50000,cp,8,6,31479,f6h7
1867,2r2rk1/1p2qpb1/4bnp1/pN1p3p/P4B1P/1R3PP1/1PP1B1K1/3Q3R b - - 3 18,100000,cp,-38,7,66280,d5d4
1867,2r2rk1/1p2qpb1/4bnp1/pN1p3p/P4B1P/1R3PP1/1PP1B1K1/3Q3R b - - 3 18,200000,cp,-27,9,188805,f6d7
1867,2r2rk1/1p2qpb1/4bnp1/pN1p3p/P4B1P/1R3PP1/1PP1B1K1/3Q3R b - - 3 18,400000,cp,-29,11,348895,d5d4
1867,2r2rk1/1p2qpb1/4bnp1/pN1p3p/P4B1P/1R3PP1/1PP1B1K1/3Q3R b - - 3 18,1000000,cp,-14,13,741507,d5d4
1867,2r2rk1/1p2qpb1/4bnp1/pN1p3p/P4B1P/1R3PP1/1PP1B1K1/3Q3R b - - 3 18,2000000,cp,-14,13,741507,d5d4
1868,k7/7R/p7/P3r3/8/KP6/8/8 w - - 6 53,20000,cp,192,7,18354,a3a4
1868,k7/7R/p7/P3r3/8/KP6/8/8 w - - 6 53,50000,cp,196,8,39184,a3b4
1868,k7/7R/p7/P3r3/8/KP6/8/8 w - - 6 53,100000,cp,197,10,77550,a3b4
1868,k7/7R/p7/P3r3/8/KP6/8/8 w - - 6 53,200000,cp,202,13,189930,a3b4
1868,k7/7R/p7/P3r3/8/KP6/8/8 w - - 6 53,400000,cp,202,14,245054,a3b4
1868,k7/7R/p7/P3r3/8/KP6/8/8 w - - 6 53,1000000,cp,201,17,734955,a3b4
1868,k7/7R/p7/P3r3/8/KP6/8/8 w - - 6 53,2000000,cp,201,19,1666340,a3b4
1869,3r3r/pp3k2/5q2/7P/P1P3Q1/1P2R1P1/4B3/2B1K2b b - - 0 23,20000,cp,-62,4,3934,d8d4
1869,3r3r/pp3k2/5q2/7P/P1P3Q1/1P2R1P1/4B3/2B1K2b b - - 0 23,50000,cp,-132,6,32736,d8d4
1869,3r3r/pp3k2/5q2/7P/P1P3Q1/1P2R1P1/4B3/2B1K2b b - - 0 23,100000,cp,-115,7,83541,h1c6
1869,3r3r/pp3k2/5q2/7P/P1P3Q1/1P2R1P1/4B3/2B1K2b b - - 0 23,200000,cp,-106,9,189367,h1c6
1869,3r3r/pp3k2/5q2/7P/P1P3Q1/1P2R1P1/4B3/2B1K2b b - - 0 23,400000,cp,-126,10,358142,h8g8
1869,3r3r/pp3k2/5q2/7P/P1P3Q1/1P2R1P1/4B3/2B1K2b b - - 0 23,1000000,cp,-155,11,952802,h8g8
1869,3r3r/pp3k2/5q2/7P/P1P3Q1/1P2R1P1/4B3/2B1K2b b - - 0 23,2000000,cp,-151,13,1785544,h8g8
1870,6k1/1R3ppp/1b6/6P1/5B2/3K4/1r6/8 b - - 12 41,20000,cp,101,7,13967,f7f6
1870,6k1/1R3ppp/1b6/6P1/5B2/3K4/1r6/8 b - - 12 41,50000,cp,79,9,47076,f7f6
1870,6k1/1R3ppp/1b6/6P1/5B2/3K4/1r6/8 b - - 12 41,100000,cp,74,11,83477,f7f6
1870,6k1/1R3ppp/1b6/6P1/5B2/3K4/1r6/8 b - - 12 41,200000,cp,60,13,184709,f7f6
1870,6k1/1R3ppp/1b6/6P1/5B2/3K4/1r6/8 b - - 12 41,400000,cp,60,13,184709,f7f6
1870,6k1/1R3ppp/1b6/6P1/5B2/3K4/1r6/8 b - - 12 41,1000000,cp,79,15,612309,f7f6
1870,6k1/1R3ppp/1b6/6P1/5B2/3K4/1r6/8 b - - 12 41,2000000,cp,84,16,1277411,f7f6
1871,1b6/5k2/8/5pPR/3B4/4P1P1/5PK1/2r5 w - - 1 58,20000,cp,601,5,15027,h5h7
1871,1b6/5k2/8/5pPR/3B4/4P1P1/5PK1/2r5 w - - 1 58,50000,cp,658,8,49469,h5h7
1871,1b6/5k2/8/5pPR/3B4/4P1P1/5PK1/2r5 w - - 1 58,100000,cp,658,8,49469,h5h7
1871,1b6/5k2/8/5pPR/3B4/4P1P1/5PK1/2r5 w - - 1 58,200000,cp,753,10,193574,h5h7
1871,1b6/5k2/8/5pPR/3B4/4P1P1/5PK1/2r5 w - - 1 58,400000,cp,812,11,367088,h5h7
1871,1b6/5k2/8/5pPR/3B4/4P1P1/5PK1/2r5 w - - 1 58,1000000,cp,823,12,594121,h5h7
1871,1b6/5k2/8/5pPR/3B4/4P1P1/5PK1/2r5 w - - 1 58,2000000,cp,892,14,1908244,h5h7
1872,r1b4r/p3qk2/2p1p1n1/5n2/4NP1p/7R/P1PQBKP1/3R4 w - - 1 19,20000,cp,-43,4,8235,f2g1
1872,r1b4r/p3qk2/2p1p1n1/5n2/4NP1p/7R/P1PQBKP1/3R4 w - - 1 19,50000,cp,-59,5,20520,f2f1
1872,r1b4r/p3qk2/2p1p1n1/5n2/4NP1p/7R/P1PQBKP1/3R4 w - - 1 19,100000,cp,-82,6,58401,e2c4
1872,r1b4r/p3qk2/2p1p1n1/5n2/4NP1p/7R/P1PQBKP1/3R4 w - - 1 19,200000,cp,-101,7,135203,f2g1
1872,r1b4r/p3qk2/2p1p1n1/5n2/4NP1p/7R/P1PQBKP1/3R4 w - - 1 19,400000,cp,-111,8,281092,d2c3
1872,r1b4r/p3qk2/2p1p1n1/5n2/4NP1p/7R/P1PQBKP1/3R4 w - - 1 19,1000000,cp,-125,10,860933,f2g1
1872,r1b4r/p3qk2/2p1p1n1/5n2/4NP1p/7R/P1PQBKP1/3R4 w - - 1 19,2000000,cp,-138,11,1483299,h3f3
1873,3rk3/Qp2n3/2p1q1p1/4Nr1p/8/2B2P2/PPP5/1K2R3 w - - 1 27,20000,cp,129,6,14221,a7b7
1873,3rk3/Qp2n3/2p1q1p1/4Nr1p/8/2B2P2/PPP5/1K2R3 w - - 1 27,50000,cp,136,7,30983,a7b7
1873,3rk3/Qp2n3/2p1q1p1/4Nr1p/8/2B2P2/PPP5/1K2R3 w - - 1 27,100000,cp,131,8,62474,a7b7
1873,3rk3/Qp2n3/2p1q1p1/4Nr1p/8/2B2P2/PPP5/1K2R3 w - - 1 27,200000,cp,61,9,172992,a2a3
1873,3rk3/Qp2n3/2p1q1p1/4Nr1p/8/2B2P2/PPP5/1K2R3 w - - 1 27,400000,cp,73,10,292957,a2a3
1873,3rk3/Qp2n3/2p1q1p1/4Nr1p/8/2B2P2/PPP5/1K2R3 w - - 1 27,1000000,cp,114,11,436340,a2a3
1873,3rk3/Qp2n3/2p1q1p1/4Nr1p/8/2B2P2/PPP5/1K2R3 w - - 1 27,2000000,cp,90,13,1587421,a2a3
1874,rr4k1/2b4p/2P1p3/pP3p2/8/P1N5/4N1PP/2R1K2R w - - 1 21,20000,cp,481,6,12183,e1f2
1874,rr4k1/2b4p/2P1p3/pP3p2/8/P1N5/4N1PP/2R1K2R w - - 1 21,50000,cp,488,7,33925,e1f2
1874,rr4k1/2b4p/2P1p3/pP3p2/8/P1N5/4N1PP/2R1K2R w - - 1 21,100000,cp,512,8,58766,e1f2
1874,rr4k1/2b4p/2P1p3/pP3p2/8/P1N5/4N1PP/2R1K2R w - - 1 21,200000,cp,526,9,125752,e1f2
1874,rr4k1/2b4p/2P1p3/pP3p2/8/P1N5/4N1PP/2R1K2R w - - 1 21,400000,cp,526,9,125752,e1f2
1874,rr4k1/2b4p/2P1p3/pP3p2/8/P1N5/4N1PP/2R1K2R w - - 1 21,1000000,cp,531,10,554868,e1d2
1874,rr4k1/2b4p/2P1p3/pP3p2/8/P1N5/4N1PP/2R1K2R w - - 1 21,2000000,cp,568,11,1402302,e1d2
1875,5k1r/3b1nR1/1p3p1P/2p1bP2/p2pP3/P2P3Q/1PP5/6RK w - - 1 35,20000,cp,833,6,17454,h6h7
1875,5k1r/3b1nR1/1p3p1P/2p1bP2/p2pP3/P2P3Q/1PP5/6RK w - - 1 35,50000,cp,843,7,24128,h6h7
1875,5k1r/3b1nR1/1p3p1P/2p1bP2/p2pP3/P2P3Q/1PP5/6RK w - - 1 35,100000,cp,892,8,53514,h6h7
1875,5k1r/3b1nR1/1p3p1P/2p1bP2/p2pP3/P2P3Q/1PP5/6RK w - - 1 35,200000,cp,980,10,166029,h6h7
1875,5k1r/3b1nR1/1p3p1P/2p1bP2/p2pP3/P2P3Q/1PP5/6RK w - - 1 35,400000,cp,1040,11,358966,h6h7
1875,5k1r/3b1nR1/1p3p1P/2p1bP2/p2pP3/P2P3Q/1PP5/6RK w - - 1 35,1000000,cp,1193,12,942186,h6h7
1875,5k1r/3b1nR1/1p3p1P/2p1bP2/p2pP3/P2P3Q/1PP5/6RK w - - 1 35,2000000,cp,1213,13,1079955,h6h7
1876,5kr1/1B3p2/4n3/7P/3bN3/8/2K2P2/7R b - - 2 32,20000,cp,-135,5,12571,f7f5
1876,5kr1/1B3p2/4n3/7P/3bN3/8/2K2P2/7R b - - 2 32,50000,cp,-137,7,40216,f7f5
1876,5kr1/1B3p2/4n3/7P/3bN3/8/2K2P2/7R b - - 2 32,100000,cp,-88,8,64714,f7f5
1876,5kr1/1B3p2/4n3/7P/3bN3/8/2K2P2/7R b - - 2 32,200000,cp,-88,8,64714,f7f5
1876,5kr1/1B3p2/4n3/7P/3bN3/8/2K2P2/7R b - - 2 32,400000,cp,-80,9,236904,f7f5
1876,5kr1/1B3p2/4n3/7P/3bN3/8/2K2P2/7R b - - 2 32,1000000,cp,-97,11,574059,f8e7
1876,5kr1/1B3p2/4n3/7P/3bN3/8/2K2P2/7R b - - 2 32,2000000,cp,-100,12,1358661,g8h8
1877,rn3b2/2k5/p1p2p2/2q5/2BRQ3/8/PPP2P1r/2K3R1 w - - 1 17,20000,cp,-57,4,5484,f2f4
1877,rn3b2/2k5/p1p2p2/2q5/2BRQ3/8/PPP2P1r/2K3R1 w - - 1 17,50000,cp,-96,5,34710,g1g6
1877,rn3b2/2k5/p1p2p2/2q5/2BRQ3/8/PPP2P1r/2K3R1 w - - 1 17,100000,cp,-73,6,51770,g1g6
1877,rn3b2/2k5/p1p2p2/2q5/2BRQ3/8/PPP2P1r/2K3R1 w - - 1 17,200000,cp,-96,8,150012,g1g6
1877,rn3b2/2k5/p1p2p2/2q5/2BRQ3/8/PPP2P1r/2K3R1 w - - 1 17,400000,cp,-96,8,150012,g1g6
1877,rn3b2/2k5/p1p2p2/2q5/2BRQ3/8/PPP2P1r/2K3R1 w - - 1 17,1000000,cp,-91,10,730001,e4d3
1877,rn3b2/2k5/p1p2p2/2q5/2BRQ3/8/PPP2P1r/2K3R1 w - - 1 17,2000000,cp,-110,12,1968237,e4d3
1878,1r4k1/B7/6bp/3p4/5p2/5Q1P/4R1PK/3q4 w - - 0 40,20000,cp,512,7,10327,a7b8
1878,1r4k1/B7/6bp/3p4/5p2/5Q1P/4R1PK/3q4 w - - 0 40,50000,cp,549,8,25249,a7b8
1878,1r4k1/B7/6bp/3p4/5p2/5Q1P/4R1PK/3q4 w - - 0 40,100000,cp,584,9,55492,a7b8
1878,1r4k1/B7/6bp/3p4/5p2/5Q1P/4R1PK/3q4 w - - 0 40,200000,cp,620,11,161705,a7b8
1878,1r4k1/B7/6bp/3p4/5p2/5Q1P/4R1PK/3q4 w - - 0 40,400000,cp,629,12,287139,a7b8
1878,1r4k1/B7/6bp/3p4/5p2/5Q1P/4R1PK/3q4 w - - 0 40,1000000,cp,653,13,761525,a7b8
1878,1r4k1/B7/6bp/3p4/5p2/5Q1P/4R1PK/3q4 w - - 0 40,2000000,cp,649,16,1458507,a7b8
1879,8/5p2/1R1Npnk1/1P6/8/6K1/8/2r5 b - - 2 46,20000,cp,134,4,3764,g6g7
1879,8/5p2/1R1Npnk1/1P6/8/6K1/8/2r5 b - - 2 46,50000,cp,126,6,36488,c1c3
1879,8/5p2/1R1Npnk1/1P6/8/6K1/8/2r5 b - - 2 46,100000,cp,126,7,77161,c1c3
1879,8/5p2/1R1Npnk1/1P6/8/6K1/8/2r5 b - - 2 46,200000,cp,130,8,196236,c1c3
1879,8/5p2/1R1Npnk1/1P6/8/6K1/8/2r5 b - - 2 46,400000,cp,148,10,368816,c1c3
1879,8/5p2/1R1Npnk1/1P6/8/6K1/8/2r5 b - - 2 46,1000000,cp,148,10,368816,c1c3
1879,8/5p2/1R1Npnk1/1P6/8/6K1/8/2r5 b - - 2 46,2000000,cp,162,12,1843592,f6d5
1880,4b1k1/r2q4/r5pp/3pPp1n/1bpP1P1P/1pN2NP1/1P1BQ2K/5R1R b - - 0 41,20000,cp,14,6,19464,g8g7
1880,4b1k1/r2q4/r5pp/3pPp1n/1bpP1P1P/1pN2NP1/1P1BQ2K/5R1R b - - 0 41,50000,cp,5,7,47991,g8g7
1880,4b1k1/r2q4/r5pp/3pPp1n/1bpP1P1P/1pN2NP1/1P1BQ2K/5R1R b - - 0 41,100000,cp,0,8,77707,g8g7
1880,4b1k1/r2q4/r5pp/3pPp1n/1bpP1P1P/1pN2NP1/1P1BQ2K/5R1R b - - 0 41,200000,cp,13,9,136913,g8g7
1880,4b1k1/r2q4/r5pp/3pPp1n/1bpP1P1P/1pN2NP1/1P1BQ2K/5R1R b - - 0 41,400000,cp,25,10,203693,g8g7
1880,4b1k1/r2q4/r5pp/3pPp1n/1bpP1P1P/1pN2NP1/1P1BQ2K/5R1R b - - 0 41,1000000,cp,23,12,699911,g8g7
1880,4b1k1/r2q4/r5pp/3pPp1n/1bpP1P1P/1pN2NP1/1P1BQ2K/5R1R b - - 0 41,2000000,cp,15,14,1406744,g8g7
1881,8/3r1k2/4b3/2B1P1pp/R7/2P1K1P1/8/8 b - - 2 31,20000,cp,-198,6,13241,d7d1
1881,8/3r1k2/4b3/2B1P1pp/R7/2P1K1P1/8/8 b - - 2 31,50000,cp,-192,8,47195,f7g6
1881,8/3r1k2/4b3/2B1P1pp/R7/2P1K1P1/8/8 b - - 2 31,100000,cp,-192,8,47195,f7g6
1881,8/3r1k2/4b3/2B1P1pp/R7/2P1K1P1/8/8 b - - 2 31,200000,cp,-120,11,139426,d7c7
1881,8/3r1k2/4b3/2B1P1pp/R7/2P1K1P1/8/8 b - - 2 31,400000,cp,-124,13,381960,d7c7
1881,8/3r1k2/4b3/2B1P1pp/R7/2P1K1P1/8/8 b - - 2 31,1000000,cp,-128,15,916252,d7c7
1881,8/3r1k2/4b3/2B1P1pp/R7/2P1K1P1/8/8 b - - 2 31,2000000,cp,-112,16,1535114,d7c7
1882,8/k2BK3/6P1/p1r5/1p6/8/8/8 w - - 0 65,20000,cp,-123,5,6025,g6g7
1882,8/k2BK3/6P1/p1r5/1p6/8/8/8 w - - 0 65,50000,cp,-188,7,24802,g6g7
1882,8/k2BK3/6P1/p1r5/1p6/8/8/8 w - - 0 65,100000,cp,-159,10,76612,d7a4
1882,8/k2BK3/6P1/p1r5/1p6/8/8/8 w - - 0 65,200000,cp,-179,12,163001,d7a4
1882,8/k2BK3/6P1/p1r5/1p6/8/8/8 w - - 0 65,400000,cp,-179,12,163001,d7a4
1882,8/k2BK3/6P1/p1r5/1p6/8/8/8 w - - 0 65,1000000,cp,-223,14,678974,d7a4
1882,8/k2BK3/6P1/p1r5/1p6/8/8/8 w - - 0 65,2000000,cp,-263,16,1784958,g6g7
1883,r1q2rk1/p3n1b1/B1ppP2p/3Ppp2/8/8/1P3PPP/R1BQ1RK1 b - - 0 16,20000,cp,-85,7,11638,c8c7
1883,r1q2rk1/p3n1b1/B1ppP2p/3Ppp2/8/8/1P3PPP/R1BQ1RK1 b - - 0 16,50000,cp,-101,8,24704,c8c7
1883,r1q2rk1/p3n1b1/B1ppP2p/3Ppp2/8/8/1P3PPP/R1BQ1RK1 b - - 0 16,100000,cp,-82,9,54527,c8c7
1883,r1q2rk1/p3n1b1/B1ppP2p/3Ppp2/8/8/1P3PPP/R1BQ1RK1 b - - 0 16,200000,cp,-56,10,115853,c8c7
1883,r1q2rk1/p3n1b1/B1ppP2p/3Ppp2/8/8/1P3PPP/R1BQ1RK1 b - - 0 16,400000,cp,-43,11,272743,c8c7
1883,r1q2rk1/p3n1b1/B1ppP2p/3Ppp2/8/8/1P3PPP/R1BQ1RK1 b - - 0 16,1000000,cp,-73,13,593956,c8c7
1883,r1q2rk1/p3n1b1/B1ppP2p/3Ppp2/8/8/1P3PPP/R1BQ1RK1 b - - 0 16,2000000,cp,-57,15,1494098,c8c7
1884,8/5pk1/6p1/1prB2P1/p3pP2/P2bP3/3P3R/3K4 w - - 10 35,20000,cp,-169,6,8746,d5b7
1884,8/5pk1/6p1/1prB2P1/p3pP2/P2bP3/3P3R/3K4 w - - 10 35,50000,cp,-217,9,39121,d5a2
1884,8/5pk1/6p1/1prB2P1/p3pP2/P2bP3/3P3R/3K4 w - - 10 35,100000,cp,-233,11,76437,d5a2
1884,8/5pk1/6p1/1prB2P1/p3pP2/P2bP3/3P3R/3K4 w - - 10 35,200000,cp,-233,11,76437,d5a2
1884,8/5pk1/6p1/1prB2P1/p3pP2/P2bP3/3P3R/3K4 w - - 10 35,400000,cp,-268,13,340680,d5a2
