fen,stockfish_eval_cp,stockfish_bestmove,stockfish_depth,B_eval_cp
"r4k1r/1pp2pbp/3p2n1/pN1P4/4nP1p/4B2B/PP3P2/R3K2R b KQ - 1 14",95,c7c6,8,176.0
"3r1rk1/1ppq2pp/p1nb1n2/2P5/1P2p3/P1Bb1NP1/3N1PB1/R2QR1K1 w - - 0 15",108,c5d6,8,-96.0
"r3k2r/1ppbn2p/p1nq2p1/5p2/5N2/1PQ3N1/PKPp2PP/3R1B1R b kq - 2 14",238,e8c8,8,32.0
"5rk1/5pp1/7p/qrp5/1nQp1b1P/1P3RP1/1B1P1N2/2K1R3 b - - 1 21",268,f4d6,8,355.0
"2B5/8/2p2k2/2P2Pp1/3n3r/5P2/6Kp/7R b - - 5 44",154,h4h8,8,135.0
"r1b2rk1/1pb2p2/2p2n1p/p1n5/2B2PpP/P1N1P1N1/1P1B2P1/R2K3R w - - 3 13",-105,a3a4,8,-205.0
"8/pk1b4/1p1p1Q2/3P4/1q4p1/8/P4Pp1/K5R1 b - - 1 32",210,b7a6,8,174.0
"6n1/3r2k1/RR3p2/6p1/7p/7P/5PPK/8 b - - 5 30",-217,d7d4,8,-391.0
"r3k2r/p1ppbpp1/bp1qp1n1/7p/2PPP3/PB2QN1P/1B3PP1/R3R1K1 w kq - 2 16",168,e4e5,8,130.0
"3q1r2/1p1nk3/r7/P1p2PN1/1p1p1Q1P/2nP4/2P3R1/R5K1 b - - 0 25",-90,c3d5,8,75.0
"2k5/8/8/1B6/PP6/8/1K6/3r4 b - - 6 52",0,d1d4,8,-38.0
"4q1k1/2Q2pr1/7p/3p2P1/P6P/4PR2/2pr2PK/5R2 w - - 0 31",-5,f1c1,8,-264.0
"r2qk1nr/p2bp3/Q4p2/7p/1Pp1P2R/2N1p3/P4PP1/R3KB2 w Qkq - 0 12",109,f1c4,8,173.0
"4r1k1/4R1pp/5p2/3p1P1Q/2pn2N1/2q1B3/6PP/5RK1 b - - 0 24",-157,d4e2,8,-380.0
"r1bqk2r/ppp3bp/2n1P1p1/1B2n3/4N2P/P2p4/1PPPQPP1/R1B1K1NR w KQkq - 0 9",-109,b5d3,8,44.0
"r2qk1nr/1pp2ppp/p1nb4/3N4/2p4P/6P1/PP2PP2/RNBQ1RK1 w - - 1 10",-47,d1c2,8,25.0
"3k2r1/1p1bn2p/5B2/8/2B1P2P/1p6/r4P2/2R1K2R w K - 0 25",449,c4g8,8,26.0
"4r1k1/1qb2p2/3p2p1/1P1R3p/2B1P3/2P4P/4QPP1/6K1 w - - 0 34",293,g2g3,8,295.0
"7k/2r4p/2q2p2/8/6Q1/1N4P1/1K3P1P/8 w - - 4 34",-286,b2a3,8,-171.0
"r1b3k1/p3r1pp/1p6/2pn1N2/3p3b/3P1B1P/PPPB1PPq/R2K3R w - - 0 17",439,f5e7,8,-441.0
"1Q6/p3N3/k2p4/6rp/8/P3p3/1P2P2K/5q2 w - - 2 41",131,b8c8,8,-420.0
"8/1r4k1/R6p/6p1/5P2/6PK/8/8 w - - 3 46",50,f4f5,8,119.0
"r2k2r1/1bppq3/1b5Q/3PP3/4PP2/p2B2P1/3NK2P/B6R w - - 0 24",260,h1c1,8,120.0
"1r6/3rqk2/P1Q5/1P3ppN/8/4P1P1/3p1P2/1R4K1 w - - 0 43",82,b1d1,8,89.0
"r1bq1rk1/3nbppp/8/1p1n4/p1p5/4PP2/PBNPBNPP/R2QK2R b KQ - 1 14",235,a4a3,8,137.0
"r4rk1/pp4p1/2p1pn2/7p/1P1n1P1P/P1N2P2/1B3K2/3R3R b - - 1 15",101,d4f5,8,173.0
"5k2/8/4p2p/1P5p/4B2P/3Q3K/8/6q1 w - - 6 57",504,e4f3,8,402.0
"5k2/6p1/4Q2p/2q4P/7P/2p5/6K1/8 w - - 2 62",-304,e6a6,8,-7.0
"8/1R6/3p1k2/6p1/4rb1p/p6P/P4KP1/5N2 b - - 4 49",314,e4c4,8,299.0
"5Q2/6pk/p1P1b2p/4Np2/P2p1P2/B5P1/1KPn3P/7q w - - 0 27",-559,f8g7,8,468.0
"r4bn1/pp1k2p1/8/np3bNr/2PPPB1P/P7/8/R3KB1R w KQ - 0 19",159,e4f5,8,-24.0
"5kr1/4rp2/pp1PQ2p/2p5/2P5/3P4/3b2P1/5R1K w - - 0 40",1155,d6e7,8,230.0
"8/p1k5/8/8/4p1p1/P3P1P1/5P2/2n2K2 b - - 1 44",552,a7a6,8,194.0
"r2qkb1r/1pp1npp1/p1n1b2p/4p3/3pP3/P2P1N1P/1PPN1PP1/R1BQKB1R w KQ - 4 9",9,h3h4,8,-66.0
"r3kbnr/2pb1ppp/p2q4/n7/PpBPP3/5N2/1P4PP/RNBQK2R w KQkq - 2 9",154,c4e2,8,37.0
"r4rk1/pp2qnpp/8/5p2/P4n2/4pN1P/Q5PK/2R2B1R w - - 0 19",-337,f1c4,8,-441.0
"r6r/1pp3p1/2nb1k2/3bp1Np/p7/P2BB1PP/1P3P2/2KR2R1 w - - 4 24",19,g1e1,8,-57.0
"8/8/8/3kp3/1b3r2/8/2R5/7K w - - 0 51",-432,h1g2,8,-518.0
"8/1p6/2p1b3/P1P3B1/8/5BKp/1k6/8 w - - 17 59",225,a5a6,8,266.0
"5rk1/4r3/p1p1b1pp/1p1nPpN1/1Pq5/2P4P/P3R1PK/4QR2 w - - 0 24",-397,g5f3,8,-210.0
"r3r1k1/2pb2b1/p7/2pq2Pp/3ppB1N/7P/PPP1QP2/3RK1R1 w - - 0 19",-107,e2h5,8,-154.0
"r1bqk1nr/6pp/2pbpp2/p7/P1P2PP1/5N2/1PP1QK1P/RNB4R b - - 0 9",-23,g8h6,8,-70.0
"2kr2br/pp5p/1qn5/3np1N1/3p2P1/P4N1P/P1PBQP2/2KR1B1R w - - 1 14",240,e2b5,8,259.0
"5r2/7R/3Q2p1/3B1k1p/3qr2P/6P1/5P2/6K1 b - - 3 35",-223,f5g4,8,-31.0
"r4r1k/p4pp1/q6n/3pN2P/bRpPp2P/2P5/P3BP2/2Q1K1R1 b - - 3 22",58,a4e8,8,-20.0
"r2r2k1/2pn4/p3bppB/np2p3/4PPP1/2P4N/P1K5/R4B1R b - - 0 17",169,e6g4,8,107.0
"8/8/4k3/8/2b2p2/8/5N2/4K3 w - - 14 56",-4,e1d2,8,-210.0
"4r1k1/2p2p1p/p5pb/2P5/P2Pq3/2Q1B3/4K2P/1R5R w - - 2 25",-379,h1e1,8,182.0
"3r2k1/p4qp1/2Q2n1p/2P2p1P/5n2/P4N2/5PP1/R3R1K1 w - - 1 28",280,a1d1,8,249.0
"5rk1/p1p1r1p1/3p1p1p/p2P4/2P3qP/1PB1pRP1/4Q3/5K2 b - - 1 21",518,a5a4,8,503.0
"4n3/1p4pk/4p3/p2pBpqp/P2P3b/PR3Q2/2r2PP1/5RK1 w - - 2 24",270,f3d1,8,144.0
"rn3rk1/pR1pqppp/4pn2/2p5/Q1PP4/3B1P1P/P2B1PP1/5RK1 w - - 0 13",240,b7a7,8,299.0
"8/P3R3/8/5p2/5k2/2K5/4p3/r7 b - - 1 73",423,f4f3,8,347.0
"5k2/2r4p/2P1p3/Nb3p2/1P5P/2b3P1/1R3PB1/6K1 w - - 2 29",225,b2b3,8,396.0
"r1b1k3/1p3r2/2n3Qp/p1Pp4/5B1q/P1P5/4BPP1/RN2K3 w Qq - 4 21",118,g2g3,8,-43.0
"r1bq1rk1/1pp1b1pp/3pp3/p4p2/2PPnP2/PPB1PNP1/2Q3BP/R3R1K1 w - - 7 12",29,f3d2,8,-10.0
"r3k1r1/4p2p/1qbp1n2/p1n4P/3R4/2P1BP2/2P3P1/3QKB1R w Kq - 3 15",-342,d4c4,8,-228.0
"r1b1k2r/pp2n1p1/1q3p2/2bBp2P/2P5/P4N1P/1P2QP2/R1B1K2R w KQkq - 3 12",-8,h5h6,8,49.0
"8/5kp1/8/3p3p/2pN1Pb1/2P5/3K2Pr/6R1 b - - 1 31",253,g4h3,8,186.0
"6k1/6p1/2q4p/5Q2/2r2BKP/6P1/8/8 w - - 21 54",-280,g4h3,8,-166.0
"2nk3r/3b1p2/2p3p1/1prp2Pp/3N1K1P/3B1P2/3R4/R7 b - - 1 36",375,h8e8,8,369.0
"1r3k2/2r2Pp1/R1pN2R1/4p2p/4K2P/3P1P2/8/2n5 w - - 0 32",317,g6e6,8,335.0
"r6r/4nk2/1pPqbp2/1P2p3/1b2P2p/4B2P/2QN1P2/3RKBR1 b - - 2 29",62,a8a2,8,-115.0
"4r3/1k6/1P6/1P2pp1p/8/3pB3/6PP/4K3 w - - 0 34",-450,e3c1,8,-264.0
"8/pp3kp1/1b5p/3r1p1R/P3r3/1P3N1P/6P1/4RK2 b - - 2 26",334,e4b4,8,181.0
"1kn1RQ2/8/2q5/1pPp3p/6p1/P1b5/5PPN/6K1 w - - 9 34",441,h2f1,8,268.0
"8/5k2/N5p1/8/7p/6P1/2p4P/2B1K3 w - - 0 45",507,g3g4,8,241.0
"1k6/3R4/8/1P6/1K6/8/8/2r5 w - - 3 72",34,d7f7,8,191.0
"r3kb2/1ppnpp2/p1r2n2/3q2N1/PP4Q1/N1P5/3P2PP/R1B2RK1 w q - 3 10",76,g4h4,8,43.0
"3R4/8/8/8/8/4kp1p/1r6/6K1 w - - 12 73",-237,d8e8,8,-414.0
"5rk1/2pb2p1/p5q1/P2p1pN1/3B1P1p/1Q1P2rP/6P1/4R2K w - - 0 32",582,b3d5,8,-4.0
"r1b1k1n1/p2p3r/1p3p2/2PP2p1/1P6/1N1QBq2/2P2P1P/4KB2 w q - 0 15",295,d3h7,8,-81.0
"1kr5/1p6/p2np2R/3qBp2/Q4P2/1P4r1/P1PP4/1K1R4 w - - 0 34",363,a4d7,8,271.0
"8/8/8/Bk6/8/8/5p2/5K2 b - - 3 57",26,b5c6,8,-128.0
"5R2/pkp5/1p6/3b2p1/3P4/2PK4/PP1Nr1r1/3R4 b - - 11 25",235,e2e7,8,193.0
"r1bq1r1k/pp1n2pp/3b1n2/1P1p1p2/P2P4/1Q2PpP1/3N1N1P/R1B1KB1R w KQ - 0 11",-162,d2f3,8,-41.0
"r4bk1/pp3rpp/n1n5/3N1p2/2P5/B4NP1/P5KP/3RR3 w - - 11 24",4,a3f8,8,157.0
"2r3k1/p2b1npp/8/8/4p2P/NP2P3/2P1BPP1/5RK1 b - - 1 21",-387,d7e6,8,-59.0
"4k3/2R4P/K4R2/4r3/p4p2/P7/7r/8 b - - 0 57",-151,e5h5,8,-235.0
"2kr4/rp2R1p1/1q2p2p/p1p1Q3/2B3pP/P1B1P3/1P6/2K5 b - - 0 23",-469,b6d6,8,49.0
"r5nR/2p1p3/5pk1/2BP1b2/6p1/8/2n1B3/2R3K1 b - - 1 27",22,g6g7,8,98.0
"8/8/6k1/3p2p1/p2P4/B1P5/1P3K2/3b4 b - - 5 46",23,g6f5,8,21.0
"2k3r1/1pp1n3/p4p1r/P3pn2/2P1P3/P1B1P3/5K1p/2R2B1R b - - 0 25",598,f5g3,8,337.0
"5rk1/pB1bq1pp/2p2n2/2p1p3/P1P2pP1/3P1P1P/P3P3/1R1QK2R w K - 2 15",275,a4a5,8,137.0
"2kr1b1r/p1p2pp1/1pn1p3/3q1n1p/1P2NP2/P2P1NP1/2P4P/R1BQK2R w KQ - 0 9",-48,c1b2,8,-107.0
"1k1b3r/4r3/R4p2/1p2p2p/3p2pP/1P4P1/PB3PB1/5K2 w - - 1 33",-29,b2a3,8,-156.0
"1k6/8/1pK5/1P3B2/P6p/8/8/8 w - - 11 61",563,f5h3,8,526.0
"8/3k4/6p1/3p1p1p/3PnP1B/2P1P3/b1K1B3/8 b - - 11 51",45,e4d6,8,106.0
"1r2k3/1b3p1p/pN1pp3/2pP4/2PNP3/1P3n2/P1R3rP/3K3R b - - 1 22",67,g2c2,8,89.0
"r2r2k1/5p1p/4p2n/ppQ5/3PP1Pq/7R/4NPP1/5RK1 b - - 4 21",-430,h4g4,8,78.0
"r4bnr/1pp2kp1/p6p/3qpp2/1P2NP2/P2P3P/2P1Q2P/R1B2RK1 b - - 0 9",30,f5e4,8,29.0
"8/2p2kpp/P2b2p1/1P6/8/7P/R4KP1/7r b - - 0 31",293,d6c5,8,290.0
"6k1/2p4p/4R3/r5p1/1p6/1P2Pp2/1BP2P2/3K4 w - - 0 32",350,e6e5,8,317.0
"3qkb1r/prpp2pp/5n2/5p2/QPP2P2/P4PP1/7P/R1B1K2R b KQ - 0 12",311,c7c5,8,111.0
"b7/6k1/3np3/7R/3PpPP1/8/5K2/8 w - - 1 47",-15,h5c5,8,54.0
"1r3r1k/q4ppb/4p2p/2bpP2P/p1p5/P1B1PBP1/R1P1QP1K/3R4 w - - 17 35",-173,e2d2,8,68.0
"8/p2k2p1/3Np3/3pP3/3n1QP1/3q4/6PK/2R5 b - - 2 34",378,d3h7,8,-276.0
"r2qrk2/pnp2Bpp/8/8/b2P1B2/4P1PP/Q4P2/5RK1 b - - 0 20",185,a4c6,8,225.0
"2r1r1k1/1p3bp1/3n4/pP6/q2N2R1/2PPp3/1Q4B1/1KR5 w - - 0 27",47,g2f3,8,-144.0
"r5k1/1b1nbpp1/4pn1p/2pp2P1/1p3P2/1P1PPN1P/2PN2BK/q1BQ1R2 b - - 0 13",210,h6g5,8,222.0
"r7/8/p2pk2p/R3p1p1/P3K1P1/4P2P/3P4/8 b - - 5 39",-31,e6d7,8,-27.0
"r3k2r/1pp1qb2/2n2n1p/3pbB2/pP4pP/P1N1P3/1BPQNPP1/1K1R3R b kq - 0 15",-182,c6b4,8,-231.0
"1r1q1rk1/3bb1pp/3p1n2/pNnPpp2/P7/N4PP1/1P4BP/R1BQ1RK1 w - - 3 14",0,c1e3,8,-5.0
"8/3b4/3P2k1/4Q1p1/8/p4R2/P4P1K/5q2 w - - 3 39",518,e5f6,8,344.0
"8/p5k1/6p1/pr3nPp/2p1K3/3p4/R7/6R1 b - - 1 41",456,a7a6,8,486.0
"8/7b/7P/8/5k2/8/7K/8 w - - 20 68",4,h2g2,8,-174.0
"r2qk2r/1p1b2pp/p2b1n2/3pnp2/8/1P1BPP2/P1N3PP/1RBQK1NR w kq - 0 10",-115,d3e2,8,-102.0
"r1b1k2r/ppp2pbp/3p4/3P4/5p2/1PPP1q2/P2B1N2/R3K2R w KQkq - 0 18",-625,e1f1,8,-712.0
"Q7/8/8/5k2/7p/1p6/8/6K1 b - - 0 46",-613,f5e6,8,-363.0
"4r1k1/p2b2p1/7q/p1p2p1P/2Np2P1/P2P4/1PP2Q2/5K1R b - - 2 24",433,f5g4,8,180.0
"r4k2/1bp5/p1n2nrp/8/B3pP2/2P4N/PP3B2/2KRR3 w - - 0 22",320,f4f5,8,37.0
"8/6k1/6pp/3P4/4RpP1/4p2K/3r4/8 b - - 1 47",621,e3e2,8,312.0
"r4knr/p5p1/3N1p2/2bQ4/6P1/3Bp2P/P5K1/4R3 b - - 1 22",-727,c5d6,8,-408.0
"4B3/p1k3rp/2P5/3pp3/7P/B1P3P1/P2P1b2/3K4 b - - 6 24",188,f2g3,8,99.0
"8/6b1/1p2b1k1/1p6/1P3R1P/3KN3/8/8 b - - 10 51",-303,g6h5,8,-297.0
"2r1kbnr/pb1p1ppp/q3p3/8/1n2P3/1Q1P3N/P2B1PPP/1R2KB1R w Kk - 4 9",4,d2b4,8,-179.0
"8/8/1k6/5p2/8/2p1N3/5K2/8 w - - 0 54",-17,e3d5,8,-33.0
"r1bq1rk1/1p4pp/p1n2p2/3pn3/N7/3B1N1P/1PPQ1PP1/R3R1K1 w - - 0 15",5,f3e5,8,138.0
"rnbq1rk1/5p2/2pb2pp/2ppNn2/P3p3/B1N1P2P/2QPBPP1/R4RK1 w - - 4 14",-205,e5c4,8,-265.0
"8/1kp5/6p1/p4pPp/P7/1P1RQ3/4KP2/6q1 b - - 1 39",-521,g1g4,8,-414.0
"r2qr1k1/1p3pp1/p1pb1nbp/8/P2P4/2N3P1/1PPB1QBP/R4RK1 b - - 3 14",243,d6c7,8,73.0
"8/6pp/3Q4/4pk2/1p3P2/1P3P1K/Pq5P/8 w - - 1 44",274,d6b4,8,295.0
"8/1b2k3/8/1p3r2/pN2n3/2P5/BP6/2K1R3 w - - 8 38",188,a2b1,8,151.0
"6k1/1b2r3/5bpp/1p1q1p2/p4P2/P2r3P/1PQ3PB/2RR3K b - - 1 34",533,e7d7,8,355.0
"8/8/8/4Rp2/1k2bB1p/7r/4K3/8 w - - 0 58",-89,e5e8,8,-199.0
"2r3k1/5r2/p4q2/4p3/P2p2PN/1P4PK/3Q4/8 b - - 1 39",628,f6f1,8,961.0
"1r1qkb1r/p1pp1ppp/n7/4Pp2/3P1N2/Pp1P1Q2/1P5P/R1B1K1R1 b Qk - 0 14",146,g7g6,8,115.0
"r3k2r/1pqb1pp1/p4n1p/4p3/1P1b2PP/P1NQ4/1BP2P2/R3KB1R b KQkq - 1 15",313,d7g4,8,124.0
"2r1r1k1/4b1p1/R1n1b1q1/4pp2/P6p/2PPBP2/5NPP/3QKB1R b K - 0 18",241,c6b8,8,72.0
"4r1nr/pp3k1p/n2q1p2/2pp2pP/3P4/P1PB3N/1PQN1PP1/R4K2 b - - 1 12",193,f7g7,8,167.0
"1k6/2bR4/5r2/p6p/2K1N3/7P/5P2/8 b - - 17 52",22,f6f4,8,7.0
"2r3k1/7p/1P5b/p3p3/3p3P/3PnPPR/1R2KNr1/1N6 b - - 0 29",431,g2f2,8,218.0
"r1bqr1k1/p4pp1/1p1p1n2/7p/2P4P/B1N2P2/P3N1P1/2KR1B1R b - - 0 15",486,a7a6,8,372.0
"r1b1kb1r/1pp2p2/2n3p1/pB1n3p/P3N3/5P2/1PP1N1PP/R1B1K2R b KQkq - 1 9",2,d5b4,8,-56.0
"r4bk1/Nb3pp1/1n2r2p/Q1p4P/P3B2q/RP4P1/1B1N1P2/5K2 b - - 0 21",513,h4e7,8,373.0
"r1bqk2r/6pp/p1nb1n2/1pp1p3/5p2/PPN2N2/1BPPQPPP/2KR1B1R w kq - 0 9",54,c3e4,8,155.0
"1R6/5ppk/2p4p/2P2r1r/3P1Pq1/3PP3/6P1/2R1Q1K1 b - - 4 34",156,h5h3,8,-120.0
"4Rb1r/1k3P1p/1p5p/2p5/2Pn4/p3N3/6P1/B5K1 b - - 4 32",-161,h6h5,8,28.0
"2R2b2/5k1p/5p2/8/2P4N/6PK/5r1P/8 w - - 4 34",104,c8c7,8,148.0
"2kr1b1r/1bpqn1pp/p1np4/1p1N4/4QN2/1P6/PB3PPP/1K1R1B1R b - - 2 11",159,e7d5,8,46.0
"r1b1k2r/ppq1bpp1/7p/2pnp3/P6P/3P1N2/1PP1BPP1/R1BQ1RK1 b kq - 3 9",56,a7a5,8,15.0
"r2r1bk1/2q2ppp/8/2p1pB1P/1nN1P3/pR1PP1P1/P3QR2/7K b - - 48 47",-59,f8e7,8,213.0
"r4bk1/1r6/3pbnpp/1B2pp2/PQ6/4P3/2qNNPPP/R1B2RK1 w - - 3 21",502,b4b1,8,138.0
"8/5rk1/4r3/2Qpb1p1/3p2P1/1P1P4/2P2RK1/8 w - - 2 45",375,f2f7,8,248.0
"7r/1p2k3/8/PP3p2/2PrpPp1/2R5/R6P/4K3 w - - 2 37",268,a5a6,8,-16.0
"7k/p1p5/1pn1b2p/3pP1rP/3P4/B1P1N3/P6K/5R2 w - - 0 29",142,f1f6,8,142.0
"1r3rk1/6pp/8/p1q1p3/P2nQ3/1PN2P2/2P4P/R4RK1 w - - 1 20",-100,e4d5,8,9.0
"r3kbr1/1p5q/2p1bp2/p3pN2/1P2P1n1/2Q4N/P2B2B1/R4RK1 w - - 0 22",172,b4a5,8,5.0
"5rk1/R2Q4/5p2/2P1p1p1/2qp4/5PK1/7P/8 b - - 1 41",18,f8f7,8,30.0
"8/1b2bp2/4p1p1/k1p1P2p/ppP1PP1P/P3B1P1/1P2B3/2K5 w - - 29 47",50,e2d3,8,66.0
"8/8/5k2/1N1n3Q/P7/1P1q1r1p/KR6/8 w - - 9 43",115,b5d4,8,-103.0
"2kr3r/2p2pp1/pp6/4pPPp/P1n1P2P/2Pb1B2/P6R/R3K1B1 b - - 5 19",245,c4d6,8,227.0
"2r1k2r/p1pn4/1p2p2p/3pP3/1P1P4/4P1PP/P1Q5/q1B1KBR1 b k - 0 19",-52,c7c5,8,28.0
"2q3k1/1r3pb1/r3pnp1/3pN2p/p1pP2P1/P1N1PQ1P/1PPR1PK1/1R6 b - - 0 17",20,f6e4,8,23.0
"8/2R3p1/r7/3kP3/3b4/6pP/2PB2K1/8 b - - 0 34",39,d4e5,8,-43.0
"2r1k2r/pR1bnpp1/4p2p/3pPP2/3b3q/P1PBB3/2P3P1/3Q1RK1 w k - 0 14",147,c3d4,8,-198.0
"2k3r1/7R/p6p/P1p5/2P5/3Pr1b1/1P4B1/1Q5K b - - 4 33",-208,e3e1,8,-340.0
"3r3k/8/3p2p1/pP6/PbQ1p3/8/5PP1/1qBK4 w - - 0 27",-298,b5b6,8,-337.0
"8/6p1/8/4r2p/p6P/k2K4/8/6R1 b - - 1 47",343,a3b3,8,415.0
"2k1r2r/pbpq1p1p/1p1p2p1/3P3n/P7/2P2BP1/2P2P1P/R1BQR1K1 w - - 1 16",128,e1e8,8,49.0
"5rk1/p4ppp/1p1r3q/6P1/8/2P2NP1/PP2P3/R3KB2 b Q - 0 13",658,h6h1,8,602.0
"2k3r1/1rn5/2pQp3/1p2Bb2/7p/1P3BPq/5P1P/5RK1 w - - 2 26",337,d6c6,8,-249.0
"6k1/1p3pp1/p7/2p2P2/2Pnq2P/P1R5/KQ1R4/3B1r2 w - - 5 37",297,f5f6,8,298.0
"7r/6N1/p4k2/3p1p2/2nPP3/6Rp/4K2N/8 b - - 2 33",288,f5e4,8,99.0
"3k4/8/5r2/5B1P/5K2/8/8/8 w - - 1 59",10,f4g5,8,146.0
"5r1k/p4bp1/1p1P3p/3pR3/P7/4B2P/1P2B1pK/8 b - - 0 30",-439,f8d8,8,7.0
"1r2r3/2p1kpp1/4q2p/3pnb2/PP2B3/2P3P1/4Q2P/RNB2RK1 b - - 0 17",214,d5e4,8,-75.0
"r2r2k1/4pp1p/2p3p1/p5P1/P7/4B2P/1b4P1/3R1RK1 b - - 2 21",303,d8d5,8,215.0
"8/1pN2k1p/2b5/r1p5/p1n2BP1/7P/PP2R3/6K1 b - - 2 30",-77,a4a3,8,-9.0
"4r3/bkn3Qp/2p5/p2p4/Pp6/8/1P1K4/q7 b - - 0 32",992,a1e1,8,1591.0
"7k/2r3p1/4q2p/p2pPp1P/1b1P1P2/1Pr1BQ1P/P5RK/6R1 w - - 7 48",166,g2g6,8,159.0
"2r3k1/4p3/4b1p1/4Pp2/6Pp/pP2B2P/Pr1R1PK1/R7 w - f6 0 34",-7,e5f6,8,124.0
"8/4R1pk/7p/5p2/3pn3/2q2PPn/4B3/3Q1K2 b - - 0 54",496,e4g3,8,29.0
"rnb2rk1/1p2qpbp/2pp3p/p7/1P1P4/3BPNP1/P2N1P1P/2RQK1R1 w - - 0 10",33,b4b5,8,-7.0
"1nkr1b1r/pppn1p2/4b1pp/4P3/4P3/P1N1BN1P/1PP3P1/R3KB1R b - - 4 10",65,a7a6,8,-108.0
"7k/7p/1bp5/p3p3/4Nr2/1P3P1P/2P1K3/6R1 w - - 2 33",225,g1g5,8,-53.0
"r4r2/1p2ppkp/2pn3p/3p1b2/3P3N/4P2P/1QP2PP1/6KR b - - 6 18",-92,f5g6,8,92.0
"r4rk1/pp1b1pbp/4p1p1/3pP1P1/P4B2/2N5/1P5P/R3KB2 b - - 4 20",495,a7a6,8,330.0
"r2q1rk1/pb3p1p/1p1b1n2/2p2p2/3p4/PP5P/1BPPNPP1/RN1QR1K1 w - - 0 13",-308,d2d3,8,70.0
"1k1r2nr/pbpp2pp/1p1b1p2/1P1Nnq2/Q1P1pN2/4P3/1B1P2PP/R4BKR b - - 1 12",-57,b8c8,8,300.0
"3k1r2/Q6p/3p1q2/2rBn3/2N3b1/1P6/P4PP1/3R1RK1 w - - 3 22",442,a7b8,8,338.0
"8/1pB5/p3k3/2p3p1/PPP5/2K2n2/8/8 b - - 0 37",234,c5b4,8,164.0
"r3kb1r/pb1q1ppp/5n2/4N3/1P1p3P/4P1P1/1PP2P2/R1BQKB1R b KQ - 1 10",76,f8b4,8,-43.0
"6R1/1kp5/ppN5/1P6/2PP4/P2K1p2/7n/8 w - - 0 53",15000,g8b8,8,862.0
"r5k1/3p3p/4b3/p6p/P3q3/2Q1Br1P/5PP1/3R2K1 w - - 0 27",-29,g2f3,8,-36.0
"r6r/3k1p2/2Np2P1/3P3p/R6P/3B2P1/1b3P2/6K1 w - - 2 29",503,a4b4,8,368.0
"2r5/Rp3p2/4b2p/1P4pP/2Pk2P1/3B1P2/3K4/8 b - - 6 35",-68,b7b6,8,-67.0
"4rrk1/p1p2p1p/2N5/1P6/2NpPqP1/3P4/6PP/5R1K w - - 0 32",414,f1f4,8,-488.0
"r2q1rk1/1p2bbpp/2n5/p1pnpp2/P7/N2PPP1N/1P1BB1PP/R2QK2R w - - 12 11",-165,a1c1,8,-161.0
"4rrk1/p5pp/7q/3P4/2PN4/5N2/PPQ3Pb/5R1K w - - 0 23",117,d4f5,8,27.0
"2kr1br1/1p5p/p1n1b3/2pNpp2/P3P1nP/2P4N/1P1B2P1/R1K2B1R w - - 0 13",-8,f1c4,8,-65.0
"6k1/pb3p2/1p3b1R/2p2P2/P4P2/2PrB1K1/1P6/R7 b - - 0 28",228,d3e3,8,-159.0
"1b1q4/3b1ppk/5n2/2Pp4/3Pp2p/1P2N1P1/3BBP1P/R5K1 w - - 0 28",-253,a1a8,8,-386.0
"8/8/p1k2p2/5R2/P4P2/2b1P3/3p3r/3K2R1 w - - 2 41",221,g1f1,8,92.0
"8/5k2/2b1p3/bp3p2/p1r4p/P2RPP1P/3PKP2/1B4R1 w - - 2 30",150,d3d4,8,23.0
"2kr1b1r/pbqp2pp/2n1p3/2pn2N1/1pN2P2/PP1PP3/1BP1Q2P/R3KBR1 b Q - 4 12",-188,d8e8,8,-77.0
"1kr1b3/p7/3b1B1p/5Rp1/1Pp2p2/8/P2P2PP/5R1K b - - 0 29",-224,b8a8,8,-140.0
"8/5p2/1q3N2/4n3/7k/8/1P3R2/6K1 w - - 10 57",-420,g1g2,8,-345.0
"1q6/6pk/6rp/3Q1B2/p4P1P/P2P2P1/1r3P1K/R7 w - - 1 30",424,f5g6,8,-52.0
"7k/2R5/3NB3/5p2/K1pb4/PP2n3/7r/8 b - - 1 38",-23,c4b3,8,-72.0
"2k1r3/8/pp3pp1/2b2n1p/2P4P/P2p2PB/2bK1P2/R1B3N1 w - - 0 25",-357,c1b2,8,-282.0
"1rr3k1/3n2pp/R7/R1pb1p2/4p3/1P2P1P1/1BK1BP1P/8 b - - 0 31",18,d5b3,8,96.0
"rn2k2r/p3bppp/2p2n2/B2p4/Q2Pp1b1/3qP1P1/2N1NP1P/R3KB1R b kq - 0 11",225,d3b5,8,160.0
"5rk1/3nbppp/b3p3/2Pp1n2/2q1P3/PNN3PP/1BP2PB1/3Q1RK1 b - - 0 17",-130,e7f6,8,-113.0
"r1k2bnr/1pp2Npp/8/1P3b2/P2n4/1P6/3PBPPP/2qQ1RK1 w - - 0 12",-475,f1e1,8,-402.0
"3R4/5pk1/8/6pp/8/2r4P/5PK1/8 w - - 0 43",-8,d8d6,8,-180.0
"rnbqk2r/5npp/2p2p2/p2Pp3/Pb1P2P1/2N2N1P/1PQB1P2/R3KB1R b KQkq - 0 9",-18,e8g8,8,-141.0
"8/6pp/1p1r4/pBkn2Q1/P4n1P/4p3/1P6/1K6 w - - 3 34",-69,g5g7,8,-80.0
